100
2.5 0.994939 0.00183601 
3.13 0.984952 0.0052958 
3.76 0.983308 0.00573963 
4.39 0.988172 0.00399503 
5.02 0.997387 0.000869833 
5.65 0.992518 0.00246158 
6.28 1.00955 -0.0031109 
6.91 1.05236 -0.0169254 
7.54 1.05718 -0.0183675 
8.17 1.05666 -0.0181 
8.8 1.0547 -0.0173954 
9.43 1.05561 -0.0176148 
10.06 1.05895 -0.0186158 
10.69 1.06379 -0.0200848 
11.32 1.0729 -0.0228899 
11.95 1.08755 -0.0274402 
12.58 1.09083 -0.0284174 
13.21 1.09545 -0.0297613 
13.84 1.10763 -0.0333973 
14.47 1.10225 -0.031579 
15.1 1.09615 -0.0295976 
15.73 1.11073 -0.034001 
16.36 1.11927 -0.0365263 
16.99 1.12273 -0.0375106 
17.62 1.12515 -0.0381909 
18.25 1.12509 -0.038117 
18.88 1.12047 -0.0366609 
19.51 1.12624 -0.0383821 
20.14 1.13259 -0.0402957 
20.77 1.12845 -0.0390289 
21.4 1.13038 -0.0396202 
22.03 1.13715 -0.041698 
22.66 1.13799 -0.0419952 
23.29 1.13829 -0.0421512 
23.92 1.13984 -0.0426998 
24.55 1.1426 -0.0436142 
25.18 1.14249 -0.0436341 
25.81 1.13868 -0.0425495 
26.44 1.13812 -0.0424498 
27.07 1.13425 -0.0412219 
27.7 1.13416 -0.0410919 
28.33 1.13176 -0.0402544 
28.96 1.12858 -0.0392128 
29.59 1.1285 -0.0391407 
30.22 1.12842 -0.0390748 
30.85 1.12787 -0.0388736 
31.48 1.12979 -0.0394293 
32.11 1.13296 -0.0403602 
32.74 1.13573 -0.0411785 
33.37 1.13646 -0.0413939 
34 1.13578 -0.0411903 
34.63 1.13836 -0.0419759 
35.26 1.13728 -0.0416541 
35.89 1.13137 -0.0398819 
36.52 1.13231 -0.0402017 
37.15 1.13417 -0.0408079 
37.78 1.1356 -0.0413055 
38.41 1.13517 -0.0412566 
39.04 1.13421 -0.0410318 
39.67 1.13745 -0.0421215 
40.3 1.14178 -0.0435629 
40.93 1.14423 -0.0442821 
41.56 1.1428 -0.0437122 
42.19 1.14025 -0.0428435 
42.82 1.13766 -0.0420065 
43.45 1.13765 -0.0419746 
44.08 1.13782 -0.0419882 
44.71 1.13562 -0.0412778 
45.34 1.13716 -0.0417053 
45.97 1.14156 -0.0430119 
46.6 1.1416 -0.0430046 
47.23 1.14098 -0.0428156 
47.86 1.1397 -0.0424431 
48.49 1.13711 -0.0416834 
49.12 1.13386 -0.0407298 
49.75 1.13347 -0.0406528 
50.38 1.13798 -0.0420834 
51.01 1.14577 -0.0445236 
51.64 1.13987 -0.0428249 
52.27 1.13775 -0.0423296 
52.9 1.13894 -0.042852 
53.53 1.14471 -0.0448302 
54.16 1.15492 -0.0482804 
54.79 1.1662 -0.0519685 
55.42 1.16754 -0.0523861 
56.05 1.16956 -0.0530492 
56.68 1.17298 -0.0542226 
57.31 1.17197 -0.0540578 
57.94 1.16695 -0.0526718 
58.57 1.18136 -0.0574612 
59.2 1.1933 -0.0615182 
59.83 1.19428 -0.0621412 
60.46 1.18598 -0.0598452 
61.09 1.17841 -0.0578189 
61.72 1.18792 -0.0614259 
62.35 1.1957 -0.0646395 
62.98 1.2037 -0.0681544 
63.61 1.21293 -0.0723976 
64.24 1.21399 -0.0742179 
64.87 1.19553 -0.0694522 
